CAP;Comune;Abitanti;Denominazione;Indirizzo;Proprieta;ComplessoSportivo;CodiceTipologiaImpianto;ImpiantoCoperto: Si/No;Lunghezza;Larghezza;Altezza;ProfonditaMinima(Piscina);ProfonditaMassima(Piscina);SpogliatoiAtleti;ServiziDiversamenteAbili;SpogliatogliArbitri;NumeroSpettatori;ServiziIgieniciSpettatori;ServiziIgieniciSpettatoriDiversamenteAbili;AdeguatoNormeDiSicurezza;Illuminazione;Parcheggi;RealizzatoFunzionante: Si/No;RealizzatoFunzionanteOmologato: Si/No
;;;Tennis;;;;320;No;36,5;18,5;;;;Si;;Si;;;;;;Si;Si;No
81030;;;Campo di calcio;Via Circumvallazione tel. 0815015300;Pubblica;;30;No;100;70;;;;Si;Si;Si;1.100;Si;Si;Si;;Si;Si;Si
81030;;;Scuola Media Basile;Via Cedrale - tel. 0815035720;Pubblica;;170;Si;30;13;6;;;Si;Si;Si;;;;;Si;;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;;
81030;;;Scuola Elementare;Via Forno - tel. 0815035167;Pubblica;;170;Si;24;12;5;;;Si;;Si;;;;Si;Si;;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;;
81030;;;Stadio Comunale Don A. Basco;Via Carlo Pezone;Pubblica;;180;;;;;;;;;;;;;;;;;
81050;PASTORANO;2.453;Bocciodromo;Via Togliatti - tel. 0823879021;Pubblica;;60;Si;28;2,4;7,5;;;Si;;Si;;;;Si;Si;Si;Si;Si
81050;;;COMPLESSO SPORTIVO;Via Matteotti - tel. 0823879021;Pubblica;Si;;;;;;;;;;;;;;;;;;
;;;Campo di calcio a 5;;;;40;No;47;22;;;;Si;;Si;;;;;Si;Si;Si;Si
;;;Campo di tennis;;;;320;No;37;19;;;;Si;;Si;;;;Si;Si;Si;Si;Si
81050;;;Campo di calcio;Via Matteotti;Pubblica;;30;No;100;55;;;;Si;;Si;;;;Si;;Si;Si;Si
81013;PIANA  DI  MONTEVERNA;2.523;Stadio comunale;Loc. Campanelle - tel. 0823861224;Pubblica;;30;No;110;70;;;;Si;;Si;;;;Si;;Si;Si;No
81016;PIEDIMONTE  MATESE;11.458;Stadio Comunale;Loc. Sepicciano - tel. 0823784430;Pubblica;;30;No;90;45;;;;Si;Si;Si;5.000;Si;;Si;;Si;Si;Si
81016;;;Palestra;Via Caso - tel. 0823911157;Pubblica;;170;Si;26;14;10;;;Si;Si;Si;;Si;Si;Si;Si;Si;Si;Si
81016;;;Palestra;Via G. Vitale;Pubblica;;190;;;;;;;;;;;;;;;;;
81016;;;Impianti scioviari del Matese;Fraz. Bocca della Selva;Pubblica;;281;No;1.000,00;15;;;;Si;Si;Si;;;;Si;;Si;Si;Si
81016;;;Palazzetto comunale;Via Canneto;Pubblica;;150;Si;21,85;43,8;10;;;Si;Si;Si;472;;Si;Si;Si;Si;Si;Si
81016;;;Piscina;Via Canneto;Pubblica;;170;;;;;;;;;;;;;;;;;
81016;;;Campo di bocce;Loc. Pioppetelli;Pubblica;;60;;;;;;;;;;;;;;;;;
81016;;;Impianto sportivo;P.zza Trutta;Pubblica;;180;;;;;;;;;;;;;;;;;
81016;;;Campo di calciotto;Via A. Moro;Pubblica;;40;;;;;;;;;;;;;;;;;
81016;;;Palestra G: D'Amore;P.zza Carmine;Pubblica;;190;;;;;;;;;;;;;;;;;
81016;;;Campo di calcetto;Via A.S. Coppola;Pubblica;;40;;;;;;;;;;;;;;;;;
81016;;;Scuola Elementare II° Circ.;Via Sannitica - tel. 0823911755;Pubblica;;170;Si;22;11;5,5;;;Si;;Si;;;;Si;Si;Si;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;;
81016;;;Scuola Media Vitale;Via Caso - tel. 0823911157;Pubblica;;170;Si;24;12;7;;;Si;;Si;;;;Si;Si;Si;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;;
81016;;;Liceo Scientifico Galilei;Via A. Moro - tel. 0823784621;Pubblica;;170;Si;24;12;7;;;Si;;Si;;;;;;;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;;
81016;;;ITC De Franchis;Via A. Moro - tel. 0823911438;Pubblica;;170;Si;25;12;6;;;Si;;Si;;;;;;;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;;
81016;;;Piscina Coperta   ;Via Canneto;Pubblica;;200;Si;25;12,5;6,2;1,5;1,8;Si;Si;Si;150;Si;Si;Si;Si;Si;Si;Si
81016;;;Ist. Prof. Alberghiero Cappello;Via D'Acquisto - tel. 0823913601;Pubblica;;170;Si;24;11;6;;;Si;;Si;;;;Si;;Si;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;;
81016;;;Ist. Superiore Coppola;Via Monte Muto - tel. 0823911439;Pubblica;;150;Si;31;18;6;;;Si;;Si;;;;;Si;;Si;No
;;;Pallavolo;;;;170;;;;;;;;;;;;;;;;;
81051;PIETRAMELARA;4.454;Campo sportivo di calcio;Via S. Pasquale - tel. 0823648220;Pubblica;;30;No;100;61;;;;Si;;Si;;;;Si;;Si;Si;Si
81051;;;Scuola Media Giov.SiXIII°;Via S. Giovanni - tel. 0823860005;Pubblica;;170;Si;24;12;6;;;Si;;Si;;;;Si;Si;Si;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;;
81040;PIETRAVAIRANO;3.017;Campo sportivo San Martino;Via Rivozzo;Pubblica;;30;No;100;60;;;;Si;Si;Si;;;;Si;;Si;Si;Si
81040;;;Polivalente S. Felice;Via S. Felice - tel. 0823984122;Pubblica;;40;No;44;22;;;;Si;;Si;;;;;Si;;Si;No
81040;;;Scuola Media;Via Roma - tel. 0823984113;Pubblica;;170;Si;24;12;7;;;Si;;Si;;;;;;;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;;
81052;PIGNATARO MAGGIORE;6.472;Campo sportivo Romano;Via Monteoliveto;Pubblica;;30;No;100;45;;;;Si;;Si;1.000;Si;;Si;;Si;Si;Si
81052;;;Scuola Elementare Pascoli;v. d. Rimembranza,2-tel 0823871070;Pubblica;;170;Si;25;12;7;;;Si;;Si;;;;;Si;Si;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;;
81052;;;Scuola Media Martone;Via Medaglia d'Oro - tel. 0823871059;Pubblica;;170;Si;25;12;6,5;;;Si;;Si;;;;;;;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;;
;PONTELATONE;1.881;;;;;;No;70;22;;;;Si;;Si;;;;Si;Si;Si;Si;Si
81040;;;Campo comunale;Via Parco Arnosello;Pubblica;;30;No;100;60;;;;Si;;Si;;;;Si;Si;Si;Si;Si
81040;;;Scuola Media Settembrini;Via Parco - tel. 0823876070;Pubblica;;170;Si;24;12;6;;;Si;;Si;;;;;;;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;;
81050;PORTICO DI CASERTA;6.725;COMPLESSO SPORTIVO;Viale Europa - tel. 0823693155;Pubblica;Si;;;;;;;;;;;;;;;;;;
;;;Campo di pallacanestro;;;;150;No;36;17;;;;Si;Si;Si;;;;Si;Si;Si;Si;Si
;;;Campo di calcio a 5;;;;40;No;35;20;;;;Si;Si;Si;;;;Si;Si;Si;Si;Si
;;;Campo di calcio a 5;;;;40;No;30;20;;;;Si;Si;Si;;;;Si;Si;Si;Si;Si
;;;Campo di calcio  ;;;;30;No;100;50;;;;Si;Si;Si;;;;Si;Si;Si;Si;Si
81050;;;Scuola Elementare;Via P. Di Piemonte,54-tel.0823986716;Pubblica;;170;Si;20;10;6;;;Si;;Si;;;;;Si;;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;;
81050;;;Scuola Media;Via Trento - tel. 0823691434;Pubblica;;150;Si;24;16;11;;;Si;Si;Si;;;;Si;Si;;Si;No
;;;Pallavolo;;;;170;;;;;;;;;;;;;;;;;
81010;PRATA  SANNITA;1.699;COMPLESSO SPORTIVO;Via S. Sebastiano - tel. 0823941069;Pubblica;Si;;;;;;;;;;;;;;;;;;
;;;Polivalente: Pallavolo;;;;170;No;24;15;;;;Si;;Si;;;;Si;;Si;Si;Si
;;;Tennis;;;;320;No;36;18;;;;Si;;Si;;;;Si;;Si;Si;Si
81010;;;Torrente Lete;;Pubblica;;140;No;;;;;;;;;;;;Si;;Si;Si;Si
81010;;;Scuola Media G. Marconi;Via Marconi - tel. 0823941087;Pubblica;;170;Si;27;12;7;;;Si;;Si;;;;;;Si;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;;
81010;PRATELLA;1.695;Campo di calcio;Fontana Marinova - tel. 0823941045;Pubblica;;30;No;100;50;;;;Si;;Si;150;Si;;Si;;Si;Si;No
81010;;;Campo di calcio;Frazione Mastrati - tel. 0823941045;Pubblica;;30;No;100;50;;;;Si;;Si;150;Si;;Si;;Si;Si;No
81010;;;Campo di calcio;Pratella centro - tel. 0823941045;Pubblica;;30;No;100;50;;;;Si;;Si;200;Si;;Si;;Si;Si;No
81010;;;Scuola Media;Via Provinciale - tel. 0823941444;Pubblica;;190;Si;20;11;5;;;Si;;Si;;;;;Si;Si;Si;No
81050;PRESENZANO;1.745;Campo di calcio;Loc. Starze - tel. 0823989055;Pubblica;;30;No;100;50;;;;Si;Si;Si;250;Si;Si;Si;Si;Si;Si;Si
81050;;;Impianto sportivo;Loc. Valsambuco - tel. 0823989055;Pubblica;;30;No;104;65;;;;Si;;Si;300;Si;;Si;Si;Si;Si;No
81050;;;Campo di calcio;Via Brecciale - tel. 0823989055;Pubblica;;30;No;100;50;;;;Si;Si;Si;200;Si;Si;Si;Si;Si;Si;Si
81050;;;Stadio dell'acqua: Canoa;Via Confine - tel. 0823989008;Pubblica;;80;No;;;;;;Si;Si;Si;300;Si;Si;Si;;Si;Si;No
;;;Canottaggio;;;;90;;;;;;;;;;;;;;;;;
81050;;;Campo di tennis;Fraz. S. Felice;Pubblica;;320;No;35;17;;;;Si;;Si;;;;;;;Si;No
81050;;;COMPLESSO SPORTIVO;Via Roma;Pubblica;Si;;;;;;;;;;;;;;;;;;
;;;Scuola Media Statale: Pallavolo;;;;170;Si;24;12;7;;;Si;;Si;;;;;;Si;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;Si;No
;;;Pallacanestro;;;;150;No;28;18;;;;Si;;Si;;;;;;;Si;No
81017;RAVISCANINA;1.352;Campo di calcio A. Mobile;Via Pratelle;Pubblica;;30;No;102;64;;;;Si;;Si;100;Si;;Si;;Si;Si;Si
81017;;;Scuola Media Statale;Via Nuova Bonifica - tel. 0823914174;Pubblica;;150;Si;22;12;5;;;Si;;Si;;;;Si;Si;Si;Si;No
;;;Pallavolo;;;;170;;;;;;;;;;;;;;;;;
81020;RECALE;7.141;COMPLESSO SPORTIVO;Viale dei Pini - tel. 0823466233;Pubblica;Si;;;;;;;;;;;;;;;;;;
;;;Campo comunale Porfidia;;;;30;No;110;60;;;;Si;Si;Si;160;Si;Si;Si;;Si;Si;Si
;;;Bocciofilo S. Giacomo;;;;60;Si;27;3,68;5,5;;;Si;;Si;;;;Si;Si;Si;Si;Si
81020;;;Scuola Elementare;Via Foscolo - tel. 0823469265;Pubblica;;150;No;32;16;;;;Si;;Si;;;;;;;Si;No
;;;Pallavolo;;;;170;;;;;;;;;;;;;;;;;
81020;;;Scuola Media Giovanni SiXIII;Viale Europa - tel. 0823464708;Pubblica;;150;Si;23;15;6;;;Si;;Si;;;;Si;Si;Si;Si;No
;;;Pallavolo;;;;170;;;;;;;;;;;;;;;;;
81053;RIARDO;2.510;Polivalente;Via P. Giusti - tel. 0823981044;Pubblica;;150;No;36;18;;;;Si;;Si;;;;Si;Si;Si;Si;No
;;;Pallavolo;;;;170;;;;;;;;;;;;;;;;;
81053;;;Campo sportivo;v. Fontana del Monte tel.0823981044;Pubblica;;30;No;100;50;;;;Si;Si;Si;400;Si;;Si;Si;Si;Si;Si
81040;ROCCA D'EVANDRO;3.719;Campo di calcio a 5;Via Camino - tel. 0823907079;Pubblica;;40;No;40;20;;;;Si;;Si;20;Si;;;;Si;Si;No
81040;;;Campo di calcio a 5;Loc. Centro storico - tel. 0823907079;Pubblica;;40;No;38;20;;;;Si;;Si;30;Si;;;Si;Si;Si;No
81040;;;Campo di calcio a 5;Via Ponte Casale - tel. 0823907079;Pubblica;;40;No;40;20;;;;Si;;Si;50;Si;;;Si;Si;Si;No
81040;;;Campo di calcio a 5;Via Mortola - tel. 0823907079;Pubblica;;40;No;40;20;;;;Si;;Si;50;Si;;;;Si;Si;No
81040;;;Campo di calcio a 5;Loc. Cocuruzzo - tel. 0823907079;Pubblica;;40;No;40;20;;;;Si;;Si;20;Si;;;Si;Si;Si;No
81040;;;Campi di tennis;Viale della Libertà - tel. 0823907079;Pubblica;;320;No;34;38;;;;Si;;Si;30;Si;;Si;Si;Si;Si;No
81040;;;Campo di calcio  ;Via Statale, 430 - tel. 0823907079;Pubblica;;30;No;100;60;;;;Si;Si;Si;225;Si;;Si;;Si;Si;Si
81040;;;Scuola Media E. Fieramosca;Viale della Libertà - tel. 0823906129;Pubblica;;170;Si;25,5;12,8;6,3;;;Si;;Si;;;;;Si;;Si;No
81040;;;Polivalente;Demanio Vandra;Pubblica;;190;;;;;;;;;;;;;;;;;
81035;ROCCAMONFINA;3.808;Palestra;Via S. Lucia - tel. 0823667201;Pubblica;;150;Si;30;18;7;;;Si;;Si;;;;Si;;Si;Si;No
;;;Pallavolo;;;;170;;;;;;;;;;;;;;;;;
81035;;;COMPLESSO SPORTIVO;Località Marzi - tel. 0823677201;Pubblica;Si;;;;;;;;;;;;;;;;;;
;;;Piscina Comunale;;;;200;No;25;12,5;;;;Si;;Si;;;;;;;Si;No
;;;Palestra Comunale;;;;170;Si;24;12;7;;;Si;;Si;;;;;Si;;Si;No
;;;Campo di calcio;;;;30;No;100;68;;;;Si;;Si;;;;Si;;Si;Si;Si
81035;;;Campo di calcio a 5;Via Torano - tel. 0823677201;Pubblica;;40;No;40;20;;;;Si;;Si;;;;;Si;;Si;No
81035;;;Scuola Elementare;Via Roma - tel. 0823921272;Pubblica;;190;Si;12;10;5;;;Si;;Si;;;;;;;Si;No
81035;;;Scuola Media N. Amore;Via S. Lucia - tel. 0823921003;Pubblica;;170;Si;24;10;5;;;Si;;Si;;;;Si;Si;Si;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;;
81051;ROCCAROMANA;1.031;Palestra comunale;Largo Ponte - tel. 0823986119;Pubblica;;170;Si;24;16;7;;;Si;;Si;;;;Si;Si;Si;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;;
81042;ROCCHETTA  E  CROCE;524;Campo di calcio a 5;Via Mazzini - tel. 0823889013;Pubblica;;40;No;43;23;;;;Si;;Si;200;Si;;Si;Si;;Si;No
81042;;;Campo di calcio  ;Fraz. Val D'Assano  tel. 0823889013;Pubblica;;30;No;100;60;;;;Si;;Si;400;Si;;Si;Si;;Si;No
81010;RUVIANO;1.914;Campo com.le di calcio a 5;Via Crocelle;Pubblica;;40;No;28;18;;;;Si;;Si;;;;;;;Si;No
81010;;;Scuola Media Pascoli;Via Nazionale;Pubblica;;170;Si;24;14;6;;;Si;;Si;;;;;Si;Si;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;;
;S. CIPRIANO D'AVERSA;12.507;;;;;;No;40;21,5;;;;Si;;Si;;;;Si;Si;Si;Si;Si
81036;;;Scuola Media L. Caterino;Via Schipa - tel. 0818922216;Pubblica;;150;Si;30;20;7,5;;;Si;;Si;;;;;Si;;Si;No
81036;;;Scuola Elementare;Via Starza - tel. 0818923860;Pubblica;;170;Si;24;12;5;;;Si;;Si;;;;;;;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;;
81027;S. FELICE A CANCELLO;16.694;Campo comunale;Via Campo Sportivo -tel. 0823753477;Pubblica;;30;No;105;55;;;;Si;;Si;;;;;;;Si;Si
81027;;;Scuola Elementare I° Circ.;P.zza Volta dei Pierri, tel 0823752465;Pubblica;;190;Si;20;10;5;;;Si;;Si;;;;;;;Si;No
81027;;;Scuola Elementare II° Circ.;Via SiXI Giugno - tel. 0823802921;Pubblica;;170;Si;25;12;5;;;Si;;Si;;;;Si;Si;Si;Si;No
81027;;;Scuola Media Gesuè;Via Roma - tel. 0823753241;Pubblica;;170;Si;24;12;7;;;Si;;Si;;;;Si;Si;Si;Si;No
81027;;;Scuola Media A. Moro;Via SiXI Giugno - tel. 0823801710;Pubblica;;170;No;24;12;;;;Si;;Si;;;;;Si;;Si;No
81010;S. GREGORIO MATESE;1.057;Campo comunale;Via Nazionale;Pubblica;;30;No;100;50;;;;Si;;Si;;;;;;Si;Si;No
81010;;;Campo di tennis;Villetta comunale;Pubblica;;320;No;36;18;;;;Si;;Si;;;;;;;Si;No
81030;S. MARCELLINO;11.708;Stadio comunale;Prolung. Via Sforza-tel.0818121807;Pubblica;;30;No;105;64;;;;Si;;Si;;;;Si;;;Si;Si
81030;;;Scuola Elementare;Corso Italia - tel. 0818121212;Pubblica;;170;Si;24;12;7;;;Si;;Si;;;;;;;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;;
81030;;;Scuola Media L. Da Vinci;Via Starza - tel.0818121364;Pubblica;;150;Si;40;20;7;;;Si;;Si;;;;;Si;;Si;No
;;;Pallavolo;;;;170;;;;;;;;;;;;;;;;;
81020;S. MARCO EVANGELISTA;5.855;Campo di calcio;Via Fabbriche - tel. 0823422015;Pubblica;;30;No;100;70;;;;Si;Si;Si;1.000;Si;Si;Si;;Si;No;No
81020;;;COMPLESSO SPORTIVO;Via Fabbrica;Pubblica;Si;;;;;;;;;;;;;;;;;;
81020;S. NICOLA LA STRADA;18.724;COMPLESSO SPORTIVO;Via L. D'Andrea - tel. 0823457364;Pubblica;Si;;;;;;;;;;;;;;;;;;
;;;Campo di pallacanestro;;;;150;Si;29;18;7,1;;;Si;;Si;200;Si;;Si;Si;Si;Si;No
;;;Campo di calcio;;;;30;No;104;65;;;;Si;;Si;2.000;Si;;Si;Si;Si;Si;Si
;;;Bocciodromo coperto;;;;60;Si;28;4;6;;;Si;;Si;;;;;Si;Si;Si;Si
81020;;;Scuola Elementare I° Circ.;Viale Europa - tel. 0823457462;Pubblica;;170;Si;24;12;6;;;Si;;Si;;;;Si;Si;Si;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;;
81020;;;Scuola Elementare II° Circ.;Via Einaudi - tel. 0823326698;Pubblica;;150;Si;32;16;6;;;Si;;Si;;;;;Si;;Si;No
;;;Pallavolo;;;;170;;;;;;;;;;;;;;;;;
81020;;;Scuola Media Mazzini;Viale Italia - tel. 0823458147;Pubblica;;170;Si;24;13;8;;;Si;;Si;;;;Si;Si;Si;Si;No
81020;;;Palestra Boxe S. Nicola;Via Napoli;Pubblica;;190;Si;10;10;4;;;Si;;Si;;;;Si;Si;Si;Si;Si
81020;;;COMPLESSO SPORTIVO;Via E. Fermi;Pubblica;Si;;;;;;;;;;;;;;;;;;
;;;Campo sportivo Sapienza: campo calcio;;;;30;No;90;40;;;;Si;;Si;;;;Si;Si;Si;Si;No
;;;Calcio a 5;;;;40;No;40;20;;;;Si;;Si;;;;Si;Si;Si;Si;No
;;;Pallacanestro;;;;150;No;26;14;;;;Si;;Si;;;;Si;Si;Si;Si;No
;;;Pattinaggio a Rotelle,  Hockey;;;;111;No;50;25;;;;Si;;Si;;;;Si;Si;Si;Si;Si
81049;S. PIETRO INFINE;1.025;Campo polivalente;Via Fornillo - tel. 0823901059;Pubblica;;180;No;22;42;;;;Si;;Si;;;;Si;Si;;Si;No
81049;;;Campo di calcio;Str. S.Pietro/S.Vittore-tel.0823901059;Pubblica;;30;No;105;60;;;;Si;;Si;;;;Si;;Si;Si;No
81016;S. POTITO SANNITICO;1.899;Campo di calcio com.le;Via Pantane - tel. 0823911526;Pubblica;;30;No;100;54;;;;Si;;Si;600;Si;;Si;;Si;Si;Si
81016;;;Campo di tennis;Via Porta Agricola - tel. 0823911526;Pubblica;;320;No;36;18;;;;Si;;Si;;;;Si;;Si;Si;Si
81054;S. PRISCO;10.010;Campo sportivo M. Ventrone;Via Colombo;Pubblica;;30;No;100;50;;;;Si;;Si;350;Si;;Si;;Si;Si;Si
81054;;;Scuola Elementare ;Viale Trieste - tel. 0823790232;Pubblica;;170;Si;24;12;7;;;Si;;Si;;;;Si;Si;Si;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;;
81054;;;Scuola Media Croce;Via Dante - tel. 0823841144;Pubblica;;170;Si;24;12;6;;;Si;;Si;;;;;Si;;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;;
81028;SANTA MARIA A VICO;13.423;COMPLESSO SPORTIVO;Via Torre - tel. 0823758155;Pubblica;Si;;;;;;;;;;;;;;;;;;
;;;Comunale: Atletica Leggera;;;;20;No;400;7;;;;Si;;Si;;;;Si;;;Si;Si
;;;Calcio;;;;30;No;105;65;;;;Si;;Si;;;;Si;;;Si;No
81028;;;COMPLESSO SPORTIVO;Prov.le Viale Libertà - tel 0823758591;Pubblica;Si;;;;;;;;;;;;;;;;;;
;;;Happy Days: piscina;;;;200;No;25;12,5;;;;Si;;Si;;;;Si;Si;Si;Si;No
;;;Calcio a 5;;;;40;No;42;24;;;;Si;;Si;;;;Si;Si;Si;Si;Si
81028;;;Scuola Media Giovanni SiXIII°;Viale Carfora - tel. 0823809232;Pubblica;;170;Si;24;14;7;;;Si;;Si;;;;Si;Si;Si;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;;
81028;;;ITCG Bachelet;Via Claudio - tel. 0823755411;Pubblica;;150;Si;35;20;7;;;Si;;Si;;;;Si;Si;Si;Si;No
;;;Pallavolo;;;;170;;;;;;;;;;;;;;;;;
81028;;;IPIA Majorana;Via F. Ruggieri - tel. 0823758690;Pubblica;;170;Si;30;15;7;;;Si;;Si;;;;;;;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;;
81055;S. MARIA CAPUA VET.;30.140;Stadio del tennis;Via Giovanni Paolo I° -tel 0823846618;Pubblica;;320;No;40;20;;;;Si;;Si;2.500;Si;;Si;Si;Si;Si;No
81055;;;Campo di calcio Piccirillo;v. Martiri d. Dissenso-tel.0823846618;Pubblica;;30;No;100;60;;;;Si;Si;Si;5.000;Si;Si;Si;;;Si;Si
81055;;;Campo di calcio comunale;Via Galatina  ;Pubblica;;30;No;100;60;;;;Si;;Si;;;;Si;;Si;Si;No
81055;;;Palestra comunale;Via Milviz (ex canapificio);Pubblica;;150;Si;28;16;6;;;Si;;Si;280;Si;;Si;Si;Si;Si;No
81055;;;Judo Club Di Maiorano;Via Kennedy;Pubblica;;190;Si;33;17;4;;;Si;;Si;;;;Si;Si;Si;Si;Si
81055;;;Scuola Elementare I° Circ.;Corso Garibaldi - tel. 0823846360;Pubblica;;190;Si;20;12;5;;;Si;;Si;;;;;;;Si;No
81055;;;Scuola Elementare II° Circ.;Via Avezzana - tel. 0823846046;Pubblica;;190;Si;20;15;5;;;Si;;Si;;;;;;;Si;No
81055;;;Scuola Media Mazzocchi;Via Avezzana - tel. 0823845912;Pubblica;;170;Si;23;15;6;;;Si;;Si;;;;;Si;;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;;
81055;;;Scuola Media Uccella;Via Lussemburgo - tel. 0823840313;Pubblica;;170;Si;28;16;6;;;Si;;Si;;;;;Si;;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;;
81055;;;Scuola Media Gallozzi;Viale Kennedy - tel. 0823795922;Pubblica;;170;Si;22;12;6;;;Si;;Si;;;;;Si;;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;;
81055;;;Scuola Media Perla;Viale A. Grandi - tel. 0823898073;Pubblica;;190;Si;20;12;5;;;Si;;Si;;;;Si;;;Si;No
81055;;;Liceo Ginnasio G. Nevio;Via Gallozzi - tel. 0823846618;Pubblica;;190;Si;20;10;5;;;Si;;Si;;;;;;;Si;No
81055;;;Liceo Scientifico Amaldi;Via Napoli - tel. 0823847576;Pubblica;;190;Si;22;6,5;5,5;;;Si;;Si;;;;;;;Si;No
81055;;;ITIS Da Vinci;Via Santagata - tel. 0823841202;Pubblica;;170;Si;32;15;5;;;Si;;Si;;;;;;;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;;
81055;;;ITG P.L. Nervi;Via G.G. Falco - tel. 0823847316;Pubblica;;150;Si;32;21;7;;;Si;;Si;;;;;Si;;Si;No
;;;Pallavolo;;;;170;;;;;;;;;;;;;;;;;
81055;;;IPC Righi;Via A. Righi - tel. 0823841190;Pubblica;;170;Si;24;11;5;;;Si;;Si;;;;;Si;;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;;
;S. MARIA LA FOSSA;2.645;;;;;;No;92;44;;;;Si;;Si;;;;Si;;Si;Si;Si
81050;;;Scuola Media Mirra;Corso Umberto I°;Pubblica;;170;Si;25;12;7;;;Si;;Si;;;;Si;Si;Si;Si;No
81050;S. TAMMARO;4.400;campo calcio;Via SiXIV Maggio;Pubblica;;30;No;100;50;;;;Si;;Si;204;Si;;Si;Si;Si;Si;Si
81050;;;Piscina comunale;Via del Fanciullo - tel. 0823793449;Pubblica;;200;No;25;12,5;;;;Si;Si;Si;;;;Si;;;Si;Si
81050;;;Palestra comunale;Via SiXIV Maggio - tel. 0823793449;Pubblica;;150;Si;31;20;7,4;;;Si;Si;Si;;;;;Si;Si;Si;No
;;;Pallavolo;;;;170;;;;;;;;;;;;;;;;;
81050;;;Bocciodromo comunale;v. Pr. Curti/S.Tammaro-0823846618;Pubblica;;60;Si;28;3;8,5;;;Si;;Si;;;;Si;Si;Si;Si;Si
81017;SANT'ANGELO D'ALIFE;2.406;Campo di calcio;Via S.Nicola - tel. 0823914022;Pubblica;;30;No;90;60;;;;Si;;Si;500;Si;;Si;Si;Si;Si;Si
81017;;;Campo di calcio;Località Stella - tel. 0823914022;Pubblica;;30;No;100;60;;;;Si;;Si;1.000;Si;;Si;;;Si;No
81017;;;COMPLESSO SPORTIVO;Via Roma - tel. 0823914022;Pubblica;Si;;;;;;;;;;;;;;;;;;
81017;;;Complesso sportivo: pallacanestro;;Pubblica;;150;No;31;18;;;;Si;;Si;300;Si;;;;Si;Si;No
;;;Pallavolo;;;;170;;;;;;;;;;;;;;;;;
;;;Campo di calcio a 5;;;;40;No;47;27;;;;Si;;Si;;;;;;Si;Si;No
;;;Campo di tennis;;;;320;No;36;18;;;;Si;;Si;;;;;;Si;Si;No
;;;Scuola Media;;;;170;Si;24;12;7;;;Si;;Si;;;;Si;;Si;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;;
81030;SANT'ARPINO;13.390;Campo di calcio a 5;Via Martiri Atellani;;;40;No;25;14;;;;Si;;Si;;;;;;;Si;No
81030;;;Scuola Elementare;Via Piazza - tel. 0818918126;Pubblica;;150;Si;32;20;5;;;Si;;Si;;;;;Si;;Si;No
;;;Pallavolo;;;;170;;;;;;;;;;;;;;;;;
81030;;;Scuola Media V. Rocco;Via G. Rodari - tel. 0818918353;Pubblica;;170;Si;20;12;6;;;Si;;Si;;;;;;;Si;No
;;;Palestra;;;;190;;;;;;;;;;;;;;;;;
81037;SESSA  AURUNCA;22.860;Campi polivalenti comunali;Via Sessa - tel. 0823937065;Pubblica;;40;No;36,4;35;;;;Si;;Si;200;Si;;;Si;;Si;No
;;;Pallacanestro;;;;150;;;;;;;;;;;;;;;;;
;;;Pallavolo;;;;170;;;;;;;;;;;;;;;;;
81037;;;Campo di calcio;C.so Lucilio - S. Castrese;Pubblica;;30;No;105;65;;;;Si;Si;Si;750;Si;Si;Si;;Si;Si;Si
